address,awarding_agency,awarding_agency_link,awarding_agency_ministry,awarding_ministry,company_email,contract_award_price,contract_awarded_to,contract_id,contract_signed_on,contract_title,currency,data_source,estimated_contract_completion_date,tender_description,tender_lot_Numbers,tender_package_no,tender_type
"P.O. Box KD 1025
Kanada – Accra",Ghana Highway Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=322,Ghana Highway Authority/,,,34721399.48,Limerica Gh Ltd,3723,2016-05-30,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3723,,,1,,
"P.O. Box 11444
Accra – North",Ghana Highway Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=322,Ghana Highway Authority/,,,34132677.72,Tass Kalia Co. Ltd,3724,2016-05-30,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3724,,,1,,
"No. 11 Nortei Ababio St. Airport Residential Area
P.O. Box  4458 Kaneshie – Accra",Ghana Highway Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=322,Ghana Highway Authority/,,,43413861.63,GKL GH Ltd,3725,2016-05-30,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3725,,,1,,
"P.O. Box 626
Tamale",Ghana Highway Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=322,Ghana Highway Authority/,,,166327691.08,Mawums Ltd,3726,2016-05-30,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3726,,,1,,
"P.O. Box 140
Wa",Ghana Highway Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=322,Ghana Highway Authority/,,,37738280.15,Mallam Issah Issahaku & brothers,3727,2016-05-30,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3727,,,1,,
"P.O. Box 1283
Accra",Ghana Highway Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=322,Ghana Highway Authority/,,,85409704.66,Maripoma Enterprise Ltd,3728,2016-05-30,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3728,,,1,,
"P.O. Box 150 
Tema",Ghana Highway Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=322,Ghana Highway Authority/,,,115611552.8,First Sky Ltd,3729,2016-05-30,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3729,,,1,,
"P.O. Box 150 
Tema",Ghana Highway Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=322,Ghana Highway Authority/,,,115611552.8,First Sky Ltd,3730,2016-05-30,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3730,,,1,,
"P.O. Box 10128
Accra",Ghana Highway Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=322,Ghana Highway Authority/,,,120137164.14,Greenhouse Int. Dev. (GH) Ltd,3731,2016-05-30,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3731,,,1,,
"Sir Joe Enterprise
P.O.Box KS 10736
Ghana",Office of the Regional Health DirectorateWestern,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=701,Office of the Regional Health DirectorateWestern /Ministry of Health,Ministry of Health,,183430,Sir Joe Enterprise,3732,2016-03-05,"SUPPLY OF VEHICLE SPARE PARTS (tYRES,BATTERIES,FILTERS ETC)",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3732,,TENDER SECURITY(2% OF TOTAL TENDER PRICE),"3,13,15,18,20,24,25,28,32",WR/GHS/NCT/B.2.2/2016,NCT
"ERNEST CHEMIST LIMITED
TEL:23331221024
FAX:23331222713
TAKORADI",Office of the Regional Health DirectorateWestern,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=701,Office of the Regional Health DirectorateWestern /Ministry of Health,Ministry of Health,,158700,Ernest Chemist Limited,3733,2016-03-05,"SUPPLY OF VEHICLE SPARE PARTS (tYRES,BATTERIES,FILTERS ETC)",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3733,,TENDER SECURITY(2% OF TOTAL TENDER PRICE),"1,6,26",WR/GHS/NCT/B.2.2/2016,NCT
"StakFam Company Limited
P.O.Box x618
kumasi-Ghana",Office of the Regional Health DirectorateWestern,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=701,Office of the Regional Health DirectorateWestern /Ministry of Health,Ministry of Health,,48010.5,Stakfam Company Limited,3734,2016-03-05,"SUPPLY OF VEHICLE SPARE PARTS (tYRES,BATTERIES,FILTERS ETC)",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3734,,TENDER SECURITY(2% OF TOTAL TENDER PRICE),"1,6,26",WR/GHS/NCT/B.2.2/2016,NCT
"SAMZARA VENTURES 
P.O.BOX 7694
ACCRA-NORTH",Office of the Regional Health DirectorateWestern,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=701,Office of the Regional Health DirectorateWestern /Ministry of Health,Ministry of Health,,15000,Samzara Ventures,3735,2016-03-05,"SUPPLY OF VEHICLE SPARE PARTS (tYRES,BATTERIES,FILTERS ETC)",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3735,,TENDER SECURITY(2% OF TOTAL TENDER PRICE),33,WR/GHS/NCT/B.2.2/2016,NCT
"JOKWAT PRINTING PRESS
P.O.BOX BP 300
KUMASI",Office of the Regional Health DirectorateWestern,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=701,Office of the Regional Health DirectorateWestern /Ministry of Health,Ministry of Health,,6163000,Jokwat Printing Press,3736,2016-03-05,"SUPPLY OF VEHICLE SPARE PARTS (tYRES,BATTERIES,FILTERS ETC)",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3736,,TENDER SECURITY(2% OF TOTAL TENDER PRICE),"1,2,3,4,5,9,10",WR/GHS/NCT/B.2.2/2016,NCT
"Stanbravo Company Limited
p.o.box 13845
Kumasi",Office of the Regional Health DirectorateWestern,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=701,Office of the Regional Health DirectorateWestern /Ministry of Health,Ministry of Health,,7402.5,Stanbravo Company Ltd,3737,2016-03-05,"SUPPLY OF VEHICLE SPARE PARTS (tYRES,BATTERIES,FILTERS ETC)",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3737,,TENDER SECURITY(2% OF TOTAL TENDER PRICE),"10,21",WR/GHS/NCT/B.2.2/2016,NCT
P. O. Box CE12304 Tema-Accra,Ministry of Health,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=422,Ministry of Health /,,,52800,Catherine Adu Asare,3747,2016-01-04,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3747,2017-01-04,,1,,
P. O. Box CE 12304 Tema-Accra,Ministry of Health,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=422,Ministry of Health /,,,52800,Catherine Adu Asare,3748,2016-01-04,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3748,2017-01-04,,1,,
"P.O. BOX JT 17, ACCRA",Ministry of Health,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=422,Ministry of Health /,,,52800,Blandina Awiah,3749,2016-01-04,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3749,2017-01-04,,1,,
"P.O. BOX CT 2804, CANTONMENTS-ACCRA",Ministry of Health,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=422,Ministry of Health /,,,52800,Angela Boateng,3750,2016-01-04,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3750,2017-01-04,,1,,
OFFICE OF PARLIAMENT-ACCRA,Ministry of Health,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=422,Ministry of Health /,,,52800,Rebecca Keddey,3751,2016-01-04,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3751,2017-01-04,,1,,
"P. O. BOX KIA 9458, KOTOKA INT. AIRPORT-ACCRA",Ministry of Health,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=422,Ministry of Health /,,,52800,Doris Sarpong,3752,2016-01-04,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3752,2017-01-04,,1,,
P. O. BOX MB 44 MINISTRIES-ACCRA,Ministry of Health,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=422,Ministry of Health /,,,52800,Prince Ofori,3753,2016-01-04,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3753,2017-01-04,,1,,
"P.O.BOX KN 2215 KANESHIE, ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/,,,422050,BENJE SATANDARD FURNITURE WORKS,3757,2016-02-29,,Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3757,2016-03-01,,1,,
"P.O.BOX KN 188 KANASHIE, ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/,,,110000,CENTRAL FURNITURE WORKS,3758,2016-04-29,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3758,2016-06-01,,1,,
"P.O.BOX CT 10587, CANTONMENTS, ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/,,,59993,CENTRACO ELECTRICAL & OFFICE EQUIPMENT,3759,2016-06-20,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3759,2016-08-01,,2,,
"P.O.BOX CT 10587, CANTONMENTS, ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/,,,59993,CENTRACO ELECTRICAL & OFFICE EQUIPMENT,3760,2016-06-20,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3760,2016-08-01,,2,,
"P.O.BOX.CT 10587, ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/,,,59993,CENTRACO ELECTRICALS & OFFICE EQUIPMENT LTD.,3761,2016-06-20,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3761,2016-08-01,,3,,
"P. O. Box AN 12321
Accra",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/,,,1674023,Buck Press Ltd,3763,2016-06-20,,Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3763,2016-07-20,,1,,
"P.O. Box MD 1080
Madina-Accra",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/,,,1480500,Suric Servicess,3764,2016-06-20,,Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3764,2016-07-20,,3,,
"P. O. Box KN 3464
Kaneshie
Accra",University of Ghana Business School (UGBS),https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1379,University of Ghana Business School (UGBS) /Ministry of Local Government and Rural Development,Ministry of Local Government and Rural Development,,185000,Honda Place Ghana Limited,3765,2016-03-31,Supply of Pick-Up Vehicle,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3765,2016-06-30,Pick-Up Vehicle - 1,Lot 2,GR/UGBS/GD/002/2016,NCT
"P.O.BOX CT3490
CANTONMENTS-ACCRA",Volta River Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=402,Volta River Authority/,,,23132,ALSALE SERVICES LIMITED,3766,2016-06-17,SUPPLY OF VARIOUS SPLIT AIR CONDITIONERS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3766,2016-07-22,"SUPPLY AND DELIVERY OF 1.5HP,2.0HP AND 2.5HP AS PER TENDER DOCUMENT",,VRA/NCT/B/ 64505,NCT
"P. O. BOX KN 188, KANESHIE, ACCRA",National Commission on Culture,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=363,"National Commission on Culture /Ministry of Tourism, Culture and Creative Arts","Ministry of Tourism, Culture and Creative Arts",,7387100,CENTRAL FURNITURE WORKS,3767,2016-06-30,Supply of Vehicles and Office Equipmente,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3767,2016-08-30,"Lot 1: Vehicle (4x4 Pick Ups) - qty 3    Lot 2:  a, Desktop Computers   b, Laptops   c, Color Printer  d, LCD Projector  e, Digital Cameras  f, Colour Photocopier   g, Set of furniture   h, Filling Cinets   i, Office Desk  j, Executive Swivel Chairs",LOT 3,NCC/JP/HDT/013/014,NCT
"P. O. BOX TA239, TAIFA-ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/,,,4898000,YEKNA INVESTMENT LTD,3768,2016-06-20,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3768,2016-08-03,,LOT 3,,
"P. O. BOX BP 300, KUMASI",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/,,,5760000,JOKWAT PRINTING PRESS LTD,3769,2016-06-27,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3769,2016-08-29,,LOT 4B,,
"P. O. BOX KN 2215, KANESHIE-ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/,,,5760000,BENJE FURNITURE WORKS LTD,3770,2016-06-30,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3770,2016-08-30,,LOT 4A,,
"P. O. BOX KN 188, KANESHIE-ACCRA",National Information Technology Agency,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1413,National Information Technology Agency/,,,7528400,CENTRAL FURNITURE WORKS,3771,2016-06-30,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3771,2016-08-30,,LOT 2,,
"200 Westlands Boulevard West
P. O. Box LG 944
Legon, Accra",Minerals Commission,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=355,Minerals Commission/Ministry of Lands and Natural Resources,Ministry of Lands and Natural Resources,,384665.62,Torkenoo and Associates Limited,3772,2016-07-15,Digitisation Of Records In The Takoradi Office,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3772,2016-12-30,"Lot 1. Digitisation of Documents - 239,200 pagesLot 2. Digitisation of Maps & Pictures -5,908 pages",1 and 2,GR/MCM/TS/0001/2016,NCT
"P. O. BOX 10587, CANTONMENTS, ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/,,,6900000,CENTRACO ELECTRICAL AND OFFICE EQUIPMENT LTD.,3776,2016-06-30,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3776,2016-08-30,,LOT 1,,
"P. O. BOX 693, ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/,,,9265000,PAAKCON COMPANY LTD,3779,2016-06-17,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3779,2016-08-30,,,,
"P.O. BOX AN 6418
ACCRA-NORTH",Ghana Broadcasting Corporation,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1326,Ghana Broadcasting Corporation /Ministry of Information,Ministry of Information,,45175,MANJIGO CO. LTD.,3828,2016-03-21,SUPPLY AND INSTALLATION OF OFFICE FURNITURE,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3828,,"OFFICE WORKSTATION FURNITURE, SWIVEL CHARIS, EXECUTIVE DESK ETC.",LOT 1,GR/GBC/GD/0015/2015,NCT
"P.O. BOX KD 795
KANDA-ACCRA",Ghana Broadcasting Corporation,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1326,Ghana Broadcasting Corporation /,,,124000,IT MARKET LIMITED,3829,2016-03-21,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3829,,,LOT 1,,
"P.O. BOX KD 795
KANDA-ACCRA",Ghana Broadcasting Corporation,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1326,Ghana Broadcasting Corporation /,,,124000,IT MARKET LIMITED,3831,2016-03-21,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3831,,,1,,
"P.O. BOX OS 2047
OSU-ACCRA",Ghana Broadcasting Corporation,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1326,Ghana Broadcasting Corporation /,,,4018,NEXT COMPUTERS,3832,2016-03-21,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3832,,,3,,
ACCRA,Ghana Broadcasting Corporation,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1326,Ghana Broadcasting Corporation /,,,60401,IPMC,3833,2016-03-21,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3833,,,2,,
"P. O. Box 2805
Accra",National Petroleum Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=375,National Petroleum Authority /Ministry of Energy and Petroleum,Ministry of Energy and Petroleum,,99969,Allied Home Stores,3834,2016-04-29,Supply of Tyres,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3834,2016-06-18,Supply of Tyres,1,GR/NPA/GD/0002/2016,NCT
"P. O. Box GP 14574
Accra",National Petroleum Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=375,National Petroleum Authority /Ministry of Energy and Petroleum,Ministry of Energy and Petroleum,,235000,Lamsikany Limited,3835,2016-04-26,Supply and Installation of 20Ft Office Containers,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3835,2016-07-25,Supply and Installation of 20Ft Office Containers,1,GR/NPA/GD/0004/2016,NCT
"P. O. Box An 6418
Accra North
Accra",National Petroleum Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=375,National Petroleum Authority /Ministry of Energy and Petroleum,Ministry of Energy and Petroleum,,133789,Manjigo Company Limited,3836,2016-04-29,Supply of Stationery,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3836,2016-06-17,Supply of Stationery,,GR/NPA/GD/0005/2016,NCT
"P. O. BOx KD 795
Kanda
Accra",National Petroleum Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=375,National Petroleum Authority /Ministry of Energy and Petroleum,Ministry of Energy and Petroleum,,4000,IT Market Limited,3837,2016-04-25,Supply of Toners,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3837,2016-07-30,Supply of Toners,1,GR/NPA/GD/0006/2016,NCT
"P. O. Box 347
Teshie-Nungua Estates
Accra",National Petroleum Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=375,National Petroleum Authority /Ministry of Energy and Petroleum,Ministry of Energy and Petroleum,,95692,Ostenfield Enterprise,3838,2016-04-25,Supply of Toners,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3838,2016-06-15,Supply of Toners,2,GR/NPA/GD/0006/2016,NCT
"P. O. Box MD 654
Accra",National Petroleum Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=375,National Petroleum Authority /Ministry of Energy and Petroleum,Ministry of Energy and Petroleum,,47000,Gerhard Network Limited,3839,2016-06-23,Publicity Materials,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3839,2016-08-30,Publicity Materials,1,GR/NPA/GD/0009/2016,NCT
"P. O. Box KD 1136
Kanda
Accra",National Petroleum Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=375,National Petroleum Authority /Ministry of Energy and Petroleum,Ministry of Energy and Petroleum,,28905,Go Brand Limited,3840,2016-06-23,Publicity Materials,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3840,2016-08-30,Publicity Materials,2,GR/NPA/GD/0009/2016,NCT
"P. O. Box KD 795
Kanda
Accra",National Petroleum Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=375,National Petroleum Authority /Ministry of Energy and Petroleum,Ministry of Energy and Petroleum,,94500,IT Market Limited,3841,2016-06-14,Publicity Materials,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3841,2016-08-01,Publicity Materials,,GR/NPA/GD/0009/2016,NCT
"P. O. Box TN 2179
Teshie-Nungua Estates
Accra",National Petroleum Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=375,National Petroleum Authority /Ministry of Energy and Petroleum,Ministry of Energy and Petroleum,,3600,Omnitrust Business Supplies,3842,2016-04-25,Office Cabinets,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3842,2016-06-23,Office Cabinets,1,GR/NPA/GD/0032/2016,NCT
"P. O. Box AN 6418
Accra-North
Accra",National Petroleum Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=375,National Petroleum Authority /Ministry of Energy and Petroleum,Ministry of Energy and Petroleum,,16340,Manjigo Company Limited,3843,2016-04-25,Office Cabinets,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3843,2016-06-11,Office Cabinets,1-4,GR/NPA/GD/0032/2016,NCT
"P. O. Box 125
Achimota
Accra",National Petroleum Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=375,National Petroleum Authority /Ministry of Energy and Petroleum,Ministry of Energy and Petroleum,,24212.17,Yekna Investments Limited,3844,2016-04-25,Printing and Publication,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3844,2016-06-16,Printing and Publication,1,GR/NPA/GD/0041/2016,NCT
AN 5216 ACCRA- NORTH,Ghana Law School,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1363,Ghana Law School /Ministry of Education,Ministry of Education,,164698,JAPAN MOTORS,3845,2016-04-11,Items For Improvemnt of Services,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3845,2016-05-31,Lot 1. 4x4 Double Cabin Pickup - 1Lot 2. Saloon Car (2.00cc) - 1Lot 3. Air Conditioner - 19Double Door Fridge - 2Microwave - 2Table Top Fridge - 7Lot 4.Office Desk - 8Swivel Chair - 123-In-1 Visitors Chair - 5Cabinet - 4Lot 5: Classroom Table and Chair - 100Lot 6:Photocopier (Large) - 1Computer - 5UPS - 3Printer - 3Lot 7: Black Jacket with Ghana School of Law Crest - 300,1,GR/GSL/GDS/01/2016,NCT
1644 ACCRA NORTH,Ghana Law School,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1363,Ghana Law School /Ministry of Education,Ministry of Education,,360032.4,TOYOTA GHANA LIMITED,3846,2016-04-11,Items For Improvemnt of Services,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3846,2016-05-31,Lot 1. 4x4 Double Cabin Pickup - 1Lot 2. Saloon Car (2.00cc) - 1Lot 3. Air Conditioner - 19Double Door Fridge - 2Microwave - 2Table Top Fridge - 7Lot 4.Office Desk - 8Swivel Chair - 123-In-1 Visitors Chair - 5Cabinet - 4Lot 5: Classroom Table and Chair - 100Lot 6:Photocopier (Large) - 1Computer - 5UPS - 3Printer - 3Lot 7: Black Jacket with Ghana School of Law Crest - 300,2,GR/GSL/GDS/01/2016,NCT
AN 1127 ACCRA GHANA,Ghana Law School,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1363,Ghana Law School /Ministry of Education,Ministry of Education,,80521,COLD TEMPERATURES LIMITED,3847,2016-03-23,Items For Improvemnt of Services,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3847,2016-05-31,Lot 1. 4x4 Double Cabin Pickup - 1Lot 2. Saloon Car (2.00cc) - 1Lot 3. Air Conditioner - 19Double Door Fridge - 2Microwave - 2Table Top Fridge - 7Lot 4.Office Desk - 8Swivel Chair - 123-In-1 Visitors Chair - 5Cabinet - 4Lot 5: Classroom Table and Chair - 100Lot 6:Photocopier (Large) - 1Computer - 5UPS - 3Printer - 3Lot 7: Black Jacket with Ghana School of Law Crest - 300,3,GR/GSL/GDS/01/2016,NCT
418MALLAM-ACCRA,Ghana Law School,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1363,Ghana Law School /Ministry of Education,Ministry of Education,,63455.88,SLY LAUDEESCO ENTERPRISE,3848,2016-05-19,Items For Improvemnt of Services,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3848,2016-07-11,Lot 1. 4x4 Double Cabin Pickup - 1Lot 2. Saloon Car (2.00cc) - 1Lot 3. Air Conditioner - 19Double Door Fridge - 2Microwave - 2Table Top Fridge - 7Lot 4.Office Desk - 8Swivel Chair - 123-In-1 Visitors Chair - 5Cabinet - 4Lot 5: Classroom Table and Chair - 100Lot 6:Photocopier (Large) - 1Computer - 5UPS - 3Printer - 3Lot 7: Black Jacket with Ghana School of Law Crest - 300,4,GR/GSL/GDS/01/2016,NCT
18123 ACCRA NORTH,Ghana Law School,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1363,Ghana Law School /Ministry of Education,Ministry of Education,,47000,ADUCRAFT FURNITURE LIMITED,3849,2016-04-11,Items For Improvemnt of Services,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3849,2016-04-30,Lot 1. 4x4 Double Cabin Pickup - 1Lot 2. Saloon Car (2.00cc) - 1Lot 3. Air Conditioner - 19Double Door Fridge - 2Microwave - 2Table Top Fridge - 7Lot 4.Office Desk - 8Swivel Chair - 123-In-1 Visitors Chair - 5Cabinet - 4Lot 5: Classroom Table and Chair - 100Lot 6:Photocopier (Large) - 1Computer - 5UPS - 3Printer - 3Lot 7: Black Jacket with Ghana School of Law Crest - 300,5,GR/GSL/GDS/01/2016,NCT
342 ACCRA GHANA,Ghana Law School,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1363,Ghana Law School /Ministry of Education,Ministry of Education,,64337.71,ULTIMATE SUPPLIES LIMITED,3850,2016-03-23,Items For Improvemnt of Services,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3850,2016-04-22,Lot 1. 4x4 Double Cabin Pickup - 1Lot 2. Saloon Car (2.00cc) - 1Lot 3. Air Conditioner - 19Double Door Fridge - 2Microwave - 2Table Top Fridge - 7Lot 4.Office Desk - 8Swivel Chair - 123-In-1 Visitors Chair - 5Cabinet - 4Lot 5: Classroom Table and Chair - 100Lot 6:Photocopier (Large) - 1Computer - 5UPS - 3Printer - 3Lot 7: Black Jacket with Ghana School of Law Crest - 300,6,GR/GSL/GDS/01/2016,NCT
CT 3301 CANTOMENTS ACCRA,Ghana Law School,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1363,Ghana Law School /Ministry of Education,Ministry of Education,,60000,DARKIKES PROPERTIES LIMITED,3851,2016-03-23,Items For Improvemnt of Services,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=3851,2016-09-30,Lot 1. 4x4 Double Cabin Pickup - 1Lot 2. Saloon Car (2.00cc) - 1Lot 3. Air Conditioner - 19Double Door Fridge - 2Microwave - 2Table Top Fridge - 7Lot 4.Office Desk - 8Swivel Chair - 123-In-1 Visitors Chair - 5Cabinet - 4Lot 5: Classroom Table and Chair - 100Lot 6:Photocopier (Large) - 1Computer - 5UPS - 3Printer - 3Lot 7: Black Jacket with Ghana School of Law Crest - 300,7,GR/GSL/GDS/01/2016,NCT
